10.48550/arXiv.2310.07957,2023-10-12 00:00:00,Lean
10.48550/arXiv.2309.04295,2023-09-08 00:00:00,Lean
10.48550/arXiv.2004.07761,2020-04-16 00:00:00,Coq
10.48550/arXiv.1701.03037,2017-01-10 00:00:00,Isabelle
10.48550/arXiv.2212.02425,2022-12-05 00:00:00,Coq
10.48550/arXiv.2212.02425,2022-12-05 00:00:00,other
10.48550/arXiv.1907.07794,2019-07-17 00:00:00,Coq
10.48550/arXiv.2403.17370,2024-03-26 00:00:00,Lean
10.48550/arXiv.2301.02195,2023-01-05 00:00:00,Coq
10.48550/arXiv.1705.04680,2017-05-12 00:00:00,Coq
10.48550/arXiv.2501.16207,2025-01-27 00:00:00,Lean
10.48550/arXiv.2501.16207,2025-01-27 00:00:00,Coq
10.48550/arXiv.2501.16207,2025-01-27 00:00:00,other
10.48550/arXiv.1610.08685,2016-10-27 00:00:00,Coq
10.48550/arXiv.2407.14107,2024-07-19 00:00:00,Coq
10.48550/arXiv.1911.00385,2019-11-01 00:00:00,Lean
10.48550/arXiv.2207.03880,2022-07-08 00:00:00,Isabelle
10.48550/arXiv.2208.00758,2022-08-01 00:00:00,Coq
10.48550/arXiv.2203.11341,2022-03-21 00:00:00,Isabelle
10.48550/arXiv.1701.05888,2017-01-20 00:00:00,Coq
10.48550/arXiv.2010.10296,2020-10-19 00:00:00,Isabelle
10.48550/arXiv.2401.02948,2024-01-05 00:00:00,Coq
10.48550/arXiv.1612.05494,2016-12-16 00:00:00,Isabelle
10.48550/arXiv.1502.04634,2015-02-16 00:00:00,Coq
10.48550/arXiv.1510.03531,2015-10-13 00:00:00,Coq
10.48550/arXiv.1811.06203,2018-11-15 00:00:00,Coq
10.48550/arXiv.2401.15041,2024-01-26 00:00:00,Isabelle
10.48550/arXiv.2401.15041,2024-01-26 00:00:00,other
10.48550/arXiv.1410.5476,2014-10-20 00:00:00,other
10.48550/arXiv.2211.08459,2022-11-15 00:00:00,Isabelle
